id,count_total,largest_area_frac,largest_bottom_y_norm,largest_conf,closest_area_frac,closest_bottom_y_norm,closest_conf,sum_area_frac,mean_conf,danger_label
cyclar_data_13_frame000517_Right,2,0.1347872130221207,0.9991007989326132,0.6284972429275513,0.1347872130221207,0.9991007989326132,0.6284972429275513,0.2150679740073691,0.6878872513771057,0
cyclar_data_13_frame000518_Left,7,0.0354764586544095,0.8395201129677855,0.9069840908050536,0.0354764586544095,0.8395201129677855,0.9069840908050536,0.0602717826455956,0.6125325773443494,0
cyclar_data_13_frame000518_Right,2,0.1397683857918253,0.997614417056488,0.7570223808288574,0.1397683857918253,0.997614417056488,0.7570223808288574,0.2132518234836503,0.7628099918365479,0
cyclar_data_13_frame000519_Left,8,0.0359391803420661,0.8436634707352753,0.8993774056434631,0.0359391803420661,0.8436634707352753,0.8993774056434631,0.0709195135228971,0.559779230505228,0
cyclar_data_13_frame000519_Right,2,0.1438631083205684,0.997631434059928,0.7234168648719788,0.1438631083205684,0.997631434059928,0.7234168648719788,0.2073204279696128,0.7799309492111206,0
cyclar_data_13_frame000520_Left,8,0.0357173431736992,0.8378437183521412,0.9092925190925598,0.0357173431736992,0.8378437183521412,0.9092925190925598,0.0658989754901791,0.5457284599542618,0
cyclar_data_13_frame000520_Right,4,0.1498845824957201,0.9996824539247364,0.4495577812194824,0.1498845824957201,0.9996824539247364,0.4495577812194824,0.3732765727429437,0.5149118229746819,0
cyclar_data_13_frame000521_Left,7,0.0354871448185698,0.834903607152617,0.9013454914093018,0.0354871448185698,0.834903607152617,0.9013454914093018,0.0703310801815458,0.5889890023640224,0
cyclar_data_13_frame000521_Right,2,0.1545660794148379,0.998166245197563,0.7892777919769287,0.1545660794148379,0.998166245197563,0.7892777919769287,0.210340144847352,0.8049600720405579,0
cyclar_data_13_frame000522_Left,8,0.0358988542939619,0.83499195742509,0.9017903208732604,0.0358988542939619,0.83499195742509,0.9017903208732604,0.0719560109210415,0.5693068653345108,0
cyclar_data_13_frame000522_Right,4,0.1587017602520811,0.9993547981168016,0.5390964150428772,0.1587017602520811,0.9993547981168016,0.5390964150428772,0.284636771668229,0.4860777407884598,0
cyclar_data_13_frame000523_Left,7,0.0359012844178877,0.8344277589900013,0.8952406644821167,0.0359012844178877,0.8344277589900013,0.8952406644821167,0.0638371797122274,0.5653890286173139,0
cyclar_data_13_frame000523_Right,4,0.1651714661912251,0.998782499336902,0.6509796380996704,0.1651714661912251,0.998782499336902,0.6509796380996704,0.2178203358669,0.5035416185855865,0
cyclar_data_13_frame000524_Left,8,0.0353128846934536,0.8325481650270061,0.8344379663467407,0.0353128846934536,0.8325481650270061,0.8344379663467407,0.0665781796194629,0.4862178824841976,0
cyclar_data_13_frame000524_Right,2,0.1704495884442516,0.9989290590639468,0.8020452260971069,0.1704495884442516,0.9989290590639468,0.8020452260971069,0.2140263389533982,0.7778795659542084,0
cyclar_data_13_frame000525_Left,8,0.0358334392177984,0.8332417805989584,0.8366011381149292,0.0358334392177984,0.8332417805989584,0.8366011381149292,0.0796878314996634,0.519517820328474,0
cyclar_data_13_frame000525_Right,3,0.1736067878421532,0.999153922124164,0.6713372468948364,0.1736067878421532,0.999153922124164,0.6713372468948364,0.3313018453775536,0.7598189314206442,0
cyclar_data_13_frame000526_Left,7,0.0355176927440157,0.8310923007290059,0.8807782530784607,0.0355176927440157,0.8310923007290059,0.8807782530784607,0.0737945451375081,0.5279515257903508,0
cyclar_data_13_frame000526_Right,2,0.139099466806703,0.9991190718034658,0.6009459495544434,0.139099466806703,0.9991190718034658,0.6009459495544434,0.1744019198778816,0.6555790305137634,0
cyclar_data_13_frame000527_Left,7,0.0358668781391363,0.8274097207151814,0.8689034581184387,0.0358668781391363,0.8274097207151814,0.8689034581184387,0.0803113883135984,0.5442371112959725,0
cyclar_data_13_frame000527_Right,2,0.1865492447099906,0.9988972856184092,0.7638249397277832,0.1865492447099906,0.9988972856184092,0.7638249397277832,0.2203686563103725,0.8077883422374725,0
cyclar_data_13_frame000528_Left,8,0.036003202456565,0.8158433074323238,0.904034435749054,0.036003202456565,0.8158433074323238,0.904034435749054,0.0808137481061432,0.5576780587434769,0
cyclar_data_13_frame000528_Right,3,0.1877625469515433,1.0,0.8435353636741638,0.1877625469515433,1.0,0.8435353636741638,0.298079084419393,0.6456912855307261,0
cyclar_data_13_frame000529_Left,5,0.0364634563424855,0.8102341640142747,0.8829213976860046,0.0364634563424855,0.8102341640142747,0.8829213976860046,0.0742801734461792,0.6379720628261566,0
cyclar_data_13_frame000529_Right,4,0.1364277610542604,0.9996555155687372,0.8430796265602112,0.1364277610542604,0.9996555155687372,0.8430796265602112,0.1885967025683393,0.7026898711919785,0
cyclar_data_13_frame000530_Left,5,0.0359414979738112,0.8038656603652263,0.8993880152702332,0.0359414979738112,0.8038656603652263,0.8993880152702332,0.0711361583247383,0.6473020792007447,0
cyclar_data_13_frame000530_Right,3,0.15213069724471,0.9996148254645704,0.8651406764984131,0.15213069724471,0.9996148254645704,0.8651406764984131,0.1817492256036996,0.7954589128494263,0
cyclar_data_13_frame000531_Left,7,0.0355277396752487,0.7991192978596,0.8908550143241882,0.0355277396752487,0.7991192978596,0.8908550143241882,0.0812736515004341,0.529531581061227,0
cyclar_data_13_frame000531_Right,3,0.1496606140599126,0.9993411091620048,0.8210321068763733,0.1496606140599126,0.9993411091620048,0.8210321068763733,0.1782696524150901,0.7841307123502096,0
cyclar_data_13_frame000532_Left,5,0.0353159247254539,0.7965825084796168,0.919361650943756,0.0353159247254539,0.7965825084796168,0.919361650943756,0.0728311760802996,0.5761806905269623,0
cyclar_data_13_frame000532_Right,3,0.1561892293406653,0.99908346796232,0.7634410858154297,0.1561892293406653,0.99908346796232,0.7634410858154297,0.1829086614649969,0.767927328745524,0
cyclar_data_13_frame000533_Left,6,0.0347452169199534,0.7938351101345487,0.8998292684555054,0.0347452169199534,0.7938351101345487,0.8998292684555054,0.0796064976291304,0.5426206986109415,0
cyclar_data_13_frame000533_Right,3,0.1404419421621888,0.9989348988474152,0.8639822006225586,0.1404419421621888,0.9989348988474152,0.8639822006225586,0.1661754080177004,0.7652963399887085,0
